type,description,archetype,day,original_path,original_name,new_name,size_mb,target_path,cloudflare_url,week,progress_number
trainer_speech,Мотивирующий ролик тренера,sergeant,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (183).mp4,Dennis Dillon (183).mp4,trainer_speech_sergeant_day08.mp4,16.6,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day08.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hzuyn2o8jymi2rjdx9e9_source.mp4,0hzuyn2o8jymi2rjdx9e9_source.mp4,trainer_speech_intellectual_day08.mp4,152.23,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day08.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200430_194918.mp4,20200430_194918.mp4,trainer_speech_bro_day09.mp4,87.07,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day09.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (103).mp4,Dennis Dillon (103).mp4,trainer_speech_sergeant_day09.mp4,17.04,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day09.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 029.mp4,GromBurjaVIP 029.mp4,trainer_speech_intellectual_day09.mp4,159.28,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day09.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20221001_194452.mp4,20221001_194452.mp4,trainer_speech_bro_day10.mp4,88.66,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day10.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.129.MP4,dennisdillon.129.MP4,trainer_speech_sergeant_day10.mp4,17.16,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day10.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hq39mzb6y8lqrptz6b7m_source.mp4,0hq39mzb6y8lqrptz6b7m_source.mp4,trainer_speech_intellectual_day10.mp4,171.24,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day10.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210622_200103.mp4,20210622_200103.mp4,trainer_speech_bro_day11.mp4,89.99,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day11.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.227.mp4,dennisdillon.227.mp4,trainer_speech_sergeant_day11.mp4,17.37,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day11.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 031.mp4,GromBurjaVIP 031.mp4,trainer_speech_intellectual_day11.mp4,176.81,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day11.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230225_153845.mp4,20230225_153845.mp4,trainer_speech_bro_day12.mp4,91.71,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day12.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (98).mp4,Dennis Dillon (98).mp4,trainer_speech_sergeant_day12.mp4,17.77,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day12.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 124.mp4,GromBurjaVIP 124.mp4,trainer_speech_intellectual_day12.mp4,178.75,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day12.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230531_191512.mp4,20230531_191512.mp4,trainer_speech_bro_day13.mp4,95.81,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day13.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.162.MP4,dennisdillon.162.MP4,trainer_speech_sergeant_day13.mp4,18.37,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day13.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hpabelni6rjm5dnmpdeh_source.mp4,0hpabelni6rjm5dnmpdeh_source.mp4,trainer_speech_intellectual_day13.mp4,188.07,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day13.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210710_155946.mp4,20210710_155946.mp4,trainer_speech_bro_day14.mp4,98.94,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day14.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (247).mp4,Dennis Dillon (247).mp4,trainer_speech_sergeant_day14.mp4,18.68,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day14.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 109.mp4,GromBurjaVIP 109.mp4,trainer_speech_intellectual_day14.mp4,192.77,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day14.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200815_100215.mp4,20200815_100215.mp4,trainer_speech_bro_day15.mp4,102.08,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day15.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.9.mp4,dennisdillon.9.mp4,trainer_speech_sergeant_day15.mp4,19.14,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day15.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 137.mp4,GromBurjaVIP 137.mp4,trainer_speech_intellectual_day15.mp4,197.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day15.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210703_220250.mp4,20210703_220250.mp4,trainer_speech_bro_day16.mp4,103.24,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day16.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.76.mp4,dennisdillon.76.mp4,trainer_speech_sergeant_day16.mp4,19.47,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day16.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hpabf1klvumiyjl9tu4r_source.mp4,0hpabf1klvumiyjl9tu4r_source.mp4,trainer_speech_intellectual_day16.mp4,199.54,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day16.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20231216_094620.mp4,20231216_094620.mp4,trainer_speech_bro_day17.mp4,104.83,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day17.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (59).mp4,Dennis Dillon (59).mp4,trainer_speech_sergeant_day17.mp4,19.93,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day17.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 127.mp4,GromBurjaVIP 127.mp4,trainer_speech_intellectual_day17.mp4,215.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day17.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230727_154444.mp4,20230727_154444.mp4,trainer_speech_bro_day18.mp4,105.53,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day18.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.26.mp4,dennisdillon.26.mp4,trainer_speech_sergeant_day18.mp4,20.12,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day18.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 160.mp4,GromBurjaVIP 160.mp4,trainer_speech_intellectual_day18.mp4,226.09,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day18.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210303_190724.mp4,20210303_190724.mp4,trainer_speech_bro_day19.mp4,107.11,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day19.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.165.MP4,dennisdillon.165.MP4,trainer_speech_sergeant_day19.mp4,20.58,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day19.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 091.mp4,GromBurjaVIP 091.mp4,trainer_speech_intellectual_day19.mp4,247.31,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day19.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200501_124930.mp4,20200501_124930.mp4,trainer_speech_bro_day20.mp4,109.02,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day20.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (181).mp4,Dennis Dillon (181).mp4,trainer_speech_sergeant_day20.mp4,20.87,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day20.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 047.mp4,GromBurjaVIP 047.mp4,trainer_speech_intellectual_day20.mp4,271.71,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day20.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20201001_162145.mp4,20201001_162145.mp4,trainer_speech_bro_day21.mp4,110.06,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day21.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.205.mp4,dennisdillon.205.mp4,trainer_speech_sergeant_day21.mp4,21.55,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day21.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hpabhpp5qztlv75zskxy_source.mp4,0hpabhpp5qztlv75zskxy_source.mp4,trainer_speech_intellectual_day21.mp4,284.85,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day21.mp4,,
closing,Напутственное слово,bro,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20201204_190415.mp4,20201204_190415.mp4,closing_bro_day01.mp4,111.25,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day01.mp4,,
closing,Напутственное слово,sergeant,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (73).mp4,Dennis Dillon (73).mp4,closing_sergeant_day01.mp4,22.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day01.mp4,,
closing,Напутственное слово,intellectual,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0htrdrfujcl6q22o58f3a_source.mp4,0htrdrfujcl6q22o58f3a_source.mp4,closing_intellectual_day01.mp4,301.12,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day01.mp4,,
closing,Напутственное слово,bro,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210425_173257.mp4,20210425_173257.mp4,closing_bro_day02.mp4,114.6,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day02.mp4,,
closing,Напутственное слово,sergeant,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.44.mp4,dennisdillon.44.mp4,closing_sergeant_day02.mp4,22.65,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day02.mp4,,
closing,Напутственное слово,intellectual,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hpabj6fufwk5q566fwzb_source.mp4,0hpabj6fufwk5q566fwzb_source.mp4,closing_intellectual_day02.mp4,392.96,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day02.mp4,,
closing,Напутственное слово,bro,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200826_174813.mp4,20200826_174813.mp4,closing_bro_day03.mp4,115.8,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day03.mp4,,
closing,Напутственное слово,sergeant,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (195).mp4,Dennis Dillon (195).mp4,closing_sergeant_day03.mp4,22.87,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day03.mp4,,
closing,Напутственное слово,intellectual,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 173.mp4,GromBurjaVIP 173.mp4,closing_intellectual_day03.mp4,14.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day03.mp4,,
closing,Напутственное слово,bro,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200822_101241.mp4,20200822_101241.mp4,closing_bro_day04.mp4,117.15,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day04.mp4,,
closing,Напутственное слово,sergeant,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (147).mp4,Dennis Dillon (147).mp4,closing_sergeant_day04.mp4,23.54,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day04.mp4,,
closing,Напутственное слово,intellectual,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hqvgymhdnbl6notyclyf_source.mp4,0hqvgymhdnbl6notyclyf_source.mp4,closing_intellectual_day04.mp4,19.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day04.mp4,,
closing,Напутственное слово,bro,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210825_142038.mp4,20210825_142038.mp4,closing_bro_day05.mp4,118.41,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day05.mp4,,
closing,Напутственное слово,sergeant,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (187).mp4,Dennis Dillon (187).mp4,closing_sergeant_day05.mp4,24.15,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day05.mp4,,
closing,Напутственное слово,intellectual,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hrlx6o88lrbjh2pwhn9t_source.mp4,0hrlx6o88lrbjh2pwhn9t_source.mp4,closing_intellectual_day05.mp4,31.01,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day05.mp4,,
closing,Напутственное слово,bro,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210619_202835.mp4,20210619_202835.mp4,closing_bro_day06.mp4,118.82,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day06.mp4,,
closing,Напутственное слово,sergeant,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.206.mp4,dennisdillon.206.mp4,closing_sergeant_day06.mp4,25.94,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day06.mp4,,
closing,Напутственное слово,intellectual,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 081.mp4,GromBurjaVIP 081.mp4,closing_intellectual_day06.mp4,67.36,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day06.mp4,,
closing,Напутственное слово,bro,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210804_125702.mp4,20210804_125702.mp4,closing_bro_day07.mp4,121.24,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day07.mp4,,
closing,Напутственное слово,sergeant,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.15.mp4,dennisdillon.15.mp4,closing_sergeant_day07.mp4,26.15,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day07.mp4,,
closing,Напутственное слово,intellectual,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hnk3egzsizhekt0ejm1b_source.mp4,0hnk3egzsizhekt0ejm1b_source.mp4,closing_intellectual_day07.mp4,96.48,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day07.mp4,,
closing,Напутственное слово,bro,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210227_181516.mp4,20210227_181516.mp4,closing_bro_day08.mp4,122.51,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day08.mp4,,
closing,Напутственное слово,sergeant,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.198.mp4,dennisdillon.198.mp4,closing_sergeant_day08.mp4,26.91,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_sergeant_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_sergeant_day08.mp4,,
closing,Напутственное слово,intellectual,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 077.mp4,GromBurjaVIP 077.mp4,closing_intellectual_day08.mp4,146.57,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_intellectual_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_intellectual_day08.mp4,,
closing,Напутственное слово,bro,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20201116_215411.mp4,20201116_215411.mp4,closing_bro_day09.mp4,124.43,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/closing_bro_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/closing_bro_day09.mp4,,
