type,description,archetype,day,original_path,original_name,new_name,size_mb,target_path,cloudflare_url,week,progress_number
main_motivation,Мотивация после основных,intellectual,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 114.mp4,GromBurjaVIP 114.mp4,main_motivation_intellectual_day07.mp4,148.06,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day07.mp4,,
main_motivation,Мотивация после основных,bro,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230414_151040.mp4,20230414_151040.mp4,main_motivation_bro_day08.mp4,52.18,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day08.mp4,,
main_motivation,Мотивация после основных,sergeant,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (6).mp4,Dennis Dillon (6).mp4,main_motivation_sergeant_day08.mp4,11.08,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day08.mp4,,
main_motivation,Мотивация после основных,intellectual,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 078.mp4,GromBurjaVIP 078.mp4,main_motivation_intellectual_day08.mp4,154.56,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day08.mp4,,
main_motivation,Мотивация после основных,bro,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200502_215210.mp4,20200502_215210.mp4,main_motivation_bro_day09.mp4,53.09,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day09.mp4,,
main_motivation,Мотивация после основных,sergeant,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.37.mp4,dennisdillon.37.mp4,main_motivation_sergeant_day09.mp4,11.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day09.mp4,,
main_motivation,Мотивация после основных,intellectual,9.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hp5w44a4q0em7s5dgj72_source.mp4,0hp5w44a4q0em7s5dgj72_source.mp4,main_motivation_intellectual_day09.mp4,168.19,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day09.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day09.mp4,,
main_motivation,Мотивация после основных,bro,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20220104_150428.mp4,20220104_150428.mp4,main_motivation_bro_day10.mp4,53.46,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day10.mp4,,
main_motivation,Мотивация после основных,sergeant,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (138).mp4,Dennis Dillon (138).mp4,main_motivation_sergeant_day10.mp4,11.47,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day10.mp4,,
main_motivation,Мотивация после основных,intellectual,10.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hnk3n3rckmj8748pp5i9_source.mp4,0hnk3n3rckmj8748pp5i9_source.mp4,main_motivation_intellectual_day10.mp4,175.08,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day10.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day10.mp4,,
main_motivation,Мотивация после основных,bro,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200430_195302.mp4,20200430_195302.mp4,main_motivation_bro_day11.mp4,54.0,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day11.mp4,,
main_motivation,Мотивация после основных,sergeant,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (77).mp4,Dennis Dillon (77).mp4,main_motivation_sergeant_day11.mp4,11.54,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day11.mp4,,
main_motivation,Мотивация после основных,intellectual,11.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 073.mp4,GromBurjaVIP 073.mp4,main_motivation_intellectual_day11.mp4,178.45,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day11.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day11.mp4,,
main_motivation,Мотивация после основных,bro,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230812_193234.mp4,20230812_193234.mp4,main_motivation_bro_day12.mp4,55.55,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day12.mp4,,
main_motivation,Мотивация после основных,sergeant,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (114).mp4,Dennis Dillon (114).mp4,main_motivation_sergeant_day12.mp4,11.57,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day12.mp4,,
main_motivation,Мотивация после основных,intellectual,12.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 032.mp4,GromBurjaVIP 032.mp4,main_motivation_intellectual_day12.mp4,187.15,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day12.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day12.mp4,,
main_motivation,Мотивация после основных,bro,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200927_212048.mp4,20200927_212048.mp4,main_motivation_bro_day13.mp4,57.62,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day13.mp4,,
main_motivation,Мотивация после основных,sergeant,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (230).mp4,Dennis Dillon (230).mp4,main_motivation_sergeant_day13.mp4,11.61,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day13.mp4,,
main_motivation,Мотивация после основных,intellectual,13.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 108.mp4,GromBurjaVIP 108.mp4,main_motivation_intellectual_day13.mp4,189.95,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day13.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day13.mp4,,
main_motivation,Мотивация после основных,bro,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20211103_175731.mp4,20211103_175731.mp4,main_motivation_bro_day14.mp4,58.42,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day14.mp4,,
main_motivation,Мотивация после основных,sergeant,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (282).mp4,Dennis Dillon (282).mp4,main_motivation_sergeant_day14.mp4,11.66,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day14.mp4,,
main_motivation,Мотивация после основных,intellectual,14.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 089.mp4,GromBurjaVIP 089.mp4,main_motivation_intellectual_day14.mp4,196.93,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day14.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day14.mp4,,
main_motivation,Мотивация после основных,bro,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230111_173755.mp4,20230111_173755.mp4,main_motivation_bro_day15.mp4,61.16,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day15.mp4,,
main_motivation,Мотивация после основных,sergeant,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (100).mp4,Dennis Dillon (100).mp4,main_motivation_sergeant_day15.mp4,11.68,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day15.mp4,,
main_motivation,Мотивация после основных,intellectual,15.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 035.mp4,GromBurjaVIP 035.mp4,main_motivation_intellectual_day15.mp4,199.3,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day15.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day15.mp4,,
main_motivation,Мотивация после основных,bro,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20220427_202053.mp4,20220427_202053.mp4,main_motivation_bro_day16.mp4,62.32,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day16.mp4,,
main_motivation,Мотивация после основных,sergeant,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (110).mp4,Dennis Dillon (110).mp4,main_motivation_sergeant_day16.mp4,11.72,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day16.mp4,,
main_motivation,Мотивация после основных,intellectual,16.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 159.mp4,GromBurjaVIP 159.mp4,main_motivation_intellectual_day16.mp4,207.27,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day16.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day16.mp4,,
main_motivation,Мотивация после основных,bro,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20221102_172553.mp4,20221102_172553.mp4,main_motivation_bro_day17.mp4,64.64,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day17.mp4,,
main_motivation,Мотивация после основных,sergeant,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.75.mp4,dennisdillon.75.mp4,main_motivation_sergeant_day17.mp4,11.75,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day17.mp4,,
main_motivation,Мотивация после основных,intellectual,17.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 161.mp4,GromBurjaVIP 161.mp4,main_motivation_intellectual_day17.mp4,225.31,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day17.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day17.mp4,,
main_motivation,Мотивация после основных,bro,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210529_193849.mp4,20210529_193849.mp4,main_motivation_bro_day18.mp4,65.42,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day18.mp4,,
main_motivation,Мотивация после основных,sergeant,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (58).mp4,Dennis Dillon (58).mp4,main_motivation_sergeant_day18.mp4,12.21,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day18.mp4,,
main_motivation,Мотивация после основных,intellectual,18.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 065.mp4,GromBurjaVIP 065.mp4,main_motivation_intellectual_day18.mp4,238.75,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day18.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day18.mp4,,
main_motivation,Мотивация после основных,bro,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20200606_104246.mp4,20200606_104246.mp4,main_motivation_bro_day19.mp4,66.95,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day19.mp4,,
main_motivation,Мотивация после основных,sergeant,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.250.mp4,dennisdillon.250.mp4,main_motivation_sergeant_day19.mp4,12.79,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day19.mp4,,
main_motivation,Мотивация после основных,intellectual,19.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hp5w8eb1v4anw4izqthx_source(1).mp4,0hp5w8eb1v4anw4izqthx_source(1).mp4,main_motivation_intellectual_day19.mp4,258.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day19.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day19.mp4,,
main_motivation,Мотивация после основных,bro,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210512_175749.mp4,20210512_175749.mp4,main_motivation_bro_day20.mp4,68.21,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day20.mp4,,
main_motivation,Мотивация после основных,sergeant,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (135).mp4,Dennis Dillon (135).mp4,main_motivation_sergeant_day20.mp4,13.02,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day20.mp4,,
main_motivation,Мотивация после основных,intellectual,20.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0hqn889hj8qqd4jj7bfab_source.mp4,0hqn889hj8qqd4jj7bfab_source.mp4,main_motivation_intellectual_day20.mp4,281.93,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day20.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day20.mp4,,
main_motivation,Мотивация после основных,bro,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20201229_175318.mp4,20201229_175318.mp4,main_motivation_bro_day21.mp4,72.3,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_bro_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_bro_day21.mp4,,
main_motivation,Мотивация после основных,sergeant,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.213.mp4,dennisdillon.213.mp4,main_motivation_sergeant_day21.mp4,13.21,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_sergeant_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_sergeant_day21.mp4,,
main_motivation,Мотивация после основных,intellectual,21.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0i00t5zy6fjsysk4f60v5_source.mp4,0i00t5zy6fjsysk4f60v5_source.mp4,main_motivation_intellectual_day21.mp4,293.86,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/main_motivation_intellectual_day21.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/main_motivation_intellectual_day21.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20220914_091039.mp4,20220914_091039.mp4,trainer_speech_bro_day01.mp4,74.2,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day01.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (102).mp4,Dennis Dillon (102).mp4,trainer_speech_sergeant_day01.mp4,13.91,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day01.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,1.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 213.mp4,GromBurjaVIP 213.mp4,trainer_speech_intellectual_day01.mp4,374.79,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day01.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day01.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20201210_175651.mp4,20201210_175651.mp4,trainer_speech_bro_day02.mp4,75.29,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day02.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (128).mp4,Dennis Dillon (128).mp4,trainer_speech_sergeant_day02.mp4,14.73,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day02.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,2.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/Grom Burja gets fucked.mp4,Grom Burja gets fucked.mp4,trainer_speech_intellectual_day02.mp4,554.14,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day02.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day02.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20240224_164817.mp4,20240224_164817.mp4,trainer_speech_bro_day03.mp4,76.47,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day03.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/dennisdillon.223.mp4,dennisdillon.223.mp4,trainer_speech_sergeant_day03.mp4,15.17,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day03.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,3.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 206.mp4,GromBurjaVIP 206.mp4,trainer_speech_intellectual_day03.mp4,16.78,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day03.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day03.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20230909_172033.mp4,20230909_172033.mp4,trainer_speech_bro_day04.mp4,76.73,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day04.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (198).mp4,Dennis Dillon (198).mp4,trainer_speech_sergeant_day04.mp4,15.39,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day04.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,4.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 184.mp4,GromBurjaVIP 184.mp4,trainer_speech_intellectual_day04.mp4,22.38,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day04.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day04.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20210609_215629.mp4,20210609_215629.mp4,trainer_speech_bro_day05.mp4,79.43,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day05.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (196).mp4,Dennis Dillon (196).mp4,trainer_speech_sergeant_day05.mp4,16.06,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day05.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,5.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/0htnre9oyamokypah6v51_source.mp4,0htnre9oyamokypah6v51_source.mp4,trainer_speech_intellectual_day05.mp4,60.16,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day05.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day05.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20220907_175851.mp4,20220907_175851.mp4,trainer_speech_bro_day06.mp4,79.87,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day06.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (192).mp4,Dennis Dillon (192).mp4,trainer_speech_sergeant_day06.mp4,16.21,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day06.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,6.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 125.mp4,GromBurjaVIP 125.mp4,trainer_speech_intellectual_day06.mp4,92.1,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day06.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day06.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20221111_171754.mp4,20221111_171754.mp4,trainer_speech_bro_day07.mp4,85.89,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day07.mp4,,
trainer_speech,Мотивирующий ролик тренера,sergeant,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 2/Dennis Dillon (11).mp4,Dennis Dillon (11).mp4,trainer_speech_sergeant_day07.mp4,16.47,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_sergeant_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_sergeant_day07.mp4,,
trainer_speech,Мотивирующий ролик тренера,intellectual,7.0,/Volumes/Z9/материалы для ai fitnes/trainer 3/GromBurjaVIP/Videos/GromBurjaVIP 028.mp4,GromBurjaVIP 028.mp4,trainer_speech_intellectual_day07.mp4,136.69,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_intellectual_day07.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_intellectual_day07.mp4,,
trainer_speech,Мотивирующий ролик тренера,bro,8.0,/Volumes/Z9/материалы для ai fitnes/trainer 1/Videos/20220409_175816.mp4,20220409_175816.mp4,trainer_speech_bro_day08.mp4,86.54,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/motivation/trainer_speech_bro_day08.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/motivation/trainer_speech_bro_day08.mp4,,
