exercise_slug,exercise_name,archetype,reminder_number,type,original_path,original_name,new_name,size_mb,target_path,cloudflare_url
breathing-squat,Breathing Squat,intellectual,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-THEATRON BOGOTA/msu-220810-clubtheatronbogota-hotgogodancerflashinghardcock.mp4",msu-220810-clubtheatronbogota-hotgogodancerflashinghardcock.mp4,breathing-squat_reminder_intellectual_1.mp4,10.8,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-squat_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-squat_reminder_intellectual_1.mp4
breathing-squat,Breathing Squat,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-130405-HotBrazilianGoGoDancersShowingCocksOnStage.mp4",MSU-130405-HotBrazilianGoGoDancersShowingCocksOnStage.mp4,breathing-squat_reminder_intellectual_2.mp4,10.79,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-squat_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-squat_reminder_intellectual_2.mp4
breathing-squat,Breathing Squat,intellectual,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-180630-MuscledStripperLiveStripShow-2.mp4",MSU-180630-MuscledStripperLiveStripShow-2.mp4,breathing-squat_reminder_intellectual_3.mp4,10.78,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-squat_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-squat_reminder_intellectual_3.mp4
cossack-squat,Cossack Squat,bro,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STRAIGHT BAR- CHIPPENDALES/MSU-120615-ChippendalesAmsterdam2009.mp4,MSU-120615-ChippendalesAmsterdam2009.mp4,cossack-squat_reminder_bro_1.mp4,10.76,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_bro_1.mp4
cossack-squat,Cossack Squat,bro,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-121005-HotGoGoDancers.mp4,MSU-121005-HotGoGoDancers.mp4,cossack-squat_reminder_bro_2.mp4,10.74,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_bro_2.mp4
cossack-squat,Cossack Squat,bro,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-160915-SexyGoGoDancerBulgeAndAss.mp4,MSU-160915-SexyGoGoDancerBulgeAndAss.mp4,cossack-squat_reminder_bro_3.mp4,10.72,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_bro_3.mp4
cossack-squat,Cossack Squat,sergeant,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN STRIPPER- BULGE & HALF NAKED/MSU-120928-HotBrazilianGoGoDancers.mp4,MSU-120928-HotBrazilianGoGoDancers.mp4,cossack-squat_reminder_sergeant_1.mp4,10.71,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_sergeant_1.mp4
cossack-squat,Cossack Squat,sergeant,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/MSU-110316-HommeAuBain-4-WebcamJerking.mp4,MSU-110316-HommeAuBain-4-WebcamJerking.mp4,cossack-squat_reminder_sergeant_2.mp4,10.69,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_sergeant_2.mp4
cossack-squat,Cossack Squat,sergeant,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-170327-BounceClub-HotGoGoDancers-1.mp4,MSU-170327-BounceClub-HotGoGoDancers-1.mp4,cossack-squat_reminder_sergeant_3.mp4,10.69,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_sergeant_3.mp4
cossack-squat,Cossack Squat,intellectual,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-221030-muscletattoostripperflashingcockonbar.mp4",msu-221030-muscletattoostripperflashingcockonbar.mp4,cossack-squat_reminder_intellectual_1.mp4,10.68,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_intellectual_1.mp4
cossack-squat,Cossack Squat,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-KM ZERO CLUB/MSU-181210-KMZeroClub-HotStripperFlashingHardCock-2.mp4",MSU-181210-KMZeroClub-HotStripperFlashingHardCock-2.mp4,cossack-squat_reminder_intellectual_2.mp4,10.68,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_intellectual_2.mp4
cossack-squat,Cossack Squat,intellectual,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-HUNG & SEE THRU BULGE/MSU-180524-ClubCabaretito-HotMexicanStripContestants.mp4",MSU-180524-ClubCabaretito-HotMexicanStripContestants.mp4,cossack-squat_reminder_intellectual_3.mp4,10.67,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/cossack-squat_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/cossack-squat_reminder_intellectual_3.mp4
quality-push-up,Quality Push-up,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/REAL CAM, NON SCRIPTED, FASHION SHOW/WEBCAM/MSU-170924-HotGuyDoingNakedGymSquat.mp4",MSU-170924-HotGuyDoingNakedGymSquat.mp4,quality-push-up_reminder_bro_1.mp4,10.66,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_bro_1.mp4
quality-push-up,Quality Push-up,bro,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- STOCKBAR- MIX/MSU-100208-MuscleModels-FashionShow-1.mp4,MSU-100208-MuscleModels-FashionShow-1.mp4,quality-push-up_reminder_bro_2.mp4,10.63,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_bro_2.mp4
quality-push-up,Quality Push-up,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-230120-musclestripperflashinghardcock.mp4",msu-230120-musclestripperflashinghardcock.mp4,quality-push-up_reminder_bro_3.mp4,10.61,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_bro_3.mp4
quality-push-up,Quality Push-up,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-GENETIC MAJESTIC/MSU-171113-GeneticMajesticClub-CowboyStripperSeeThruBulge.mp4",MSU-171113-GeneticMajesticClub-CowboyStripperSeeThruBulge.mp4,quality-push-up_reminder_sergeant_1.mp4,10.59,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_sergeant_1.mp4
quality-push-up,Quality Push-up,sergeant,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- HUSTLABALL- MIX/MSU-180115-HustlaballLasVegas-HotShowerShow-1.mp4,MSU-180115-HustlaballLasVegas-HotShowerShow-1.mp4,quality-push-up_reminder_sergeant_2.mp4,10.57,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_sergeant_2.mp4
quality-push-up,Quality Push-up,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-THEATRON BOGOTA/MSU-191122-ClubTheatronBogota-HunkyGoGoDancerFlashingHardCock-2.mp4",MSU-191122-ClubTheatronBogota-HunkyGoGoDancerFlashingHardCock-2.mp4,quality-push-up_reminder_sergeant_3.mp4,10.56,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_sergeant_3.mp4
quality-push-up,Quality Push-up,intellectual,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-171204-MuscledStr8StripperFlashesHardCockOnStage.mp4",MSU-171204-MuscledStr8StripperFlashesHardCockOnStage.mp4,quality-push-up_reminder_intellectual_1.mp4,10.55,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_intellectual_1.mp4
quality-push-up,Quality Push-up,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-SPARTACUS/MSU-140302-NakedMexicanStripperWithAHardon.mp4",MSU-140302-NakedMexicanStripperWithAHardon.mp4,quality-push-up_reminder_intellectual_2.mp4,10.53,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_intellectual_2.mp4
quality-push-up,Quality Push-up,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100208-MuscleModels-FashionShow-2.mp4,MSU-100208-MuscleModels-FashionShow-2.mp4,quality-push-up_reminder_intellectual_3.mp4,10.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/quality-push-up_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/quality-push-up_reminder_intellectual_3.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-EROTIC NORMAL MIX/MSU-100618-HardStripperOnStage.mp4",MSU-100618-HardStripperOnStage.mp4,single-arm-push-up-progression_reminder_bro_1.mp4,10.51,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_bro_1.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/MATINEE PERVERT CIRCUIT PARTY & MILK BATH/MSU-141107-LOLGayClub-SexyGoGoDancersWithFullHardOn.mp4",MSU-141107-LOLGayClub-SexyGoGoDancersWithFullHardOn.mp4,single-arm-push-up-progression_reminder_bro_2.mp4,10.51,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_bro_2.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/CIRCUIT FESTIVALS/MSU-171023-CircuitFestivals-HardGoGoDancers-1.mp4",MSU-171023-CircuitFestivals-HardGoGoDancers-1.mp4,single-arm-push-up-progression_reminder_bro_3.mp4,10.5,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_bro_3.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-KM ZERO CLUB/msu-201220-blackmusclestripperflashinghardcock.mp4",msu-201220-blackmusclestripperflashinghardcock.mp4,single-arm-push-up-progression_reminder_sergeant_1.mp4,10.5,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_sergeant_1.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-180122-NakedGoGoDancerContest.mp4",MSU-180122-NakedGoGoDancerContest.mp4,single-arm-push-up-progression_reminder_sergeant_2.mp4,10.48,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_sergeant_2.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-RAIDD BAR/MSU-160118-RaiddBar-HardShoweringStripper-1.mp4",MSU-160118-RaiddBar-HardShoweringStripper-1.mp4,single-arm-push-up-progression_reminder_sergeant_3.mp4,10.48,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_sergeant_3.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-130208-GuerraDeLosSexos-SexyStripteaseOnTvShow-2.mp4,MSU-130208-GuerraDeLosSexos-SexyStripteaseOnTvShow-2.mp4,single-arm-push-up-progression_reminder_intellectual_1.mp4,10.46,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_intellectual_1.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-BLOW BAR MEXICO/msu-220310-blowbarmexico-gogodancersflashingcocks-4.mp4",msu-220310-blowbarmexico-gogodancersflashingcocks-4.mp4,single-arm-push-up-progression_reminder_intellectual_2.mp4,10.44,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_intellectual_2.mp4
single-arm-push-up-progression,Single Arm Push-up Progression,intellectual,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-THEATRON BOGOTA/msu-201110-clubtheatronbogota-hotstrippersflashinghardcocks-3.mp4",msu-201110-clubtheatronbogota-hotstrippersflashinghardcocks-3.mp4,single-arm-push-up-progression_reminder_intellectual_3.mp4,10.44,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/single-arm-push-up-progression_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/single-arm-push-up-progression_reminder_intellectual_3.mp4
multi-planar-push-up,Multi-planar Push-up,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-180621-MuscledStripperShowsHugeCockOnStage.mp4",MSU-180621-MuscledStripperShowsHugeCockOnStage.mp4,multi-planar-push-up_reminder_bro_1.mp4,10.41,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_bro_1.mp4
multi-planar-push-up,Multi-planar Push-up,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-171001-GoGoDancerShowsWetBulgeOnStage.mp4",MSU-171001-GoGoDancerShowsWetBulgeOnStage.mp4,multi-planar-push-up_reminder_bro_2.mp4,10.4,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_bro_2.mp4
multi-planar-push-up,Multi-planar Push-up,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-LA COLORINA/msu-201010-lacolorinaclub-hotgogodancerflashinghardcock-2.mp4",msu-201010-lacolorinaclub-hotgogodancerflashinghardcock-2.mp4,multi-planar-push-up_reminder_bro_3.mp4,10.38,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_bro_3.mp4
multi-planar-push-up,Multi-planar Push-up,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-200612-gogodancershowinghardcockonbartop.mp4",msu-200612-gogodancershowinghardcockonbartop.mp4,multi-planar-push-up_reminder_sergeant_1.mp4,10.37,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_sergeant_1.mp4
multi-planar-push-up,Multi-planar Push-up,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-SPARTACUS/msu-221210-spartacusclubmexico-cowboystripperflashinghardcockwithaudience.mp4",msu-221210-spartacusclubmexico-cowboystripperflashinghardcockwithaudience.mp4,multi-planar-push-up_reminder_sergeant_2.mp4,10.35,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_sergeant_2.mp4
multi-planar-push-up,Multi-planar Push-up,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/RAW CLUB/MSU-140813-RawClub-GoGoDancersTwerkOff.mp4",MSU-140813-RawClub-GoGoDancersTwerkOff.mp4,multi-planar-push-up_reminder_sergeant_3.mp4,10.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_sergeant_3.mp4
multi-planar-push-up,Multi-planar Push-up,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- HUSTLABALL- MIX/MSU-180115-HustlaballTelAviv-HardGoGoDancersGetsHandjobsFromFans.mp4,MSU-180115-HustlaballTelAviv-HardGoGoDancersGetsHandjobsFromFans.mp4,multi-planar-push-up_reminder_intellectual_1.mp4,10.32,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_intellectual_1.mp4
multi-planar-push-up,Multi-planar Push-up,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/STRIPPER-SUKI LEE & HUNG BLACK BOYS/msu-201210-musclestripperdoingonehandcartwheels.mp4",msu-201210-musclestripperdoingonehandcartwheels.mp4,multi-planar-push-up_reminder_intellectual_2.mp4,10.26,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_intellectual_2.mp4
multi-planar-push-up,Multi-planar Push-up,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-190408-HenryLicett-HotLiveBroadcastShowOnStage.mp4,MSU-190408-HenryLicett-HotLiveBroadcastShowOnStage.mp4,multi-planar-push-up_reminder_intellectual_3.mp4,10.23,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/multi-planar-push-up_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/multi-planar-push-up_reminder_intellectual_3.mp4
push-up-flow,Push-up Flow,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-EROTIC NORMAL MIX/MSU-141212-HotFair2012-MaleStripperFullHardOn.mp4",MSU-141212-HotFair2012-MaleStripperFullHardOn.mp4,push-up-flow_reminder_bro_1.mp4,10.19,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_bro_1.mp4
push-up-flow,Push-up Flow,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-FANTASY NUDE CLUB/msu-220920-fantasynudeclub-hotstripperflashinghardcock.mp4",msu-220920-fantasynudeclub-hotstripperflashinghardcock.mp4,push-up-flow_reminder_bro_2.mp4,10.17,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_bro_2.mp4
push-up-flow,Push-up Flow,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-101210-PrivilegeIbiza-HardStripper.mp4",MSU-101210-PrivilegeIbiza-HardStripper.mp4,push-up-flow_reminder_bro_3.mp4,10.13,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_bro_3.mp4
push-up-flow,Push-up Flow,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-170721-HotStripperPutsWhipCreamOnHardCock.mp4",MSU-170721-HotStripperPutsWhipCreamOnHardCock.mp4,push-up-flow_reminder_sergeant_1.mp4,10.13,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_sergeant_1.mp4
push-up-flow,Push-up Flow,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-220420-nakedstripperflashingcockonbar.mp4",msu-220420-nakedstripperflashingcockonbar.mp4,push-up-flow_reminder_sergeant_2.mp4,10.09,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_sergeant_2.mp4
push-up-flow,Push-up Flow,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-EROTIC SUPER MIX/MSU-150327-HunkyCowboyFlagStriptease.mp4",MSU-150327-HunkyCowboyFlagStriptease.mp4,push-up-flow_reminder_sergeant_3.mp4,10.05,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/push-up-flow_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/push-up-flow_reminder_sergeant_3.mp4
