exercise_slug,exercise_name,archetype,reminder_number,type,original_path,original_name,new_name,size_mb,target_path,cloudflare_url
breathing-activation,Breathing Activation,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-PRIVATE PARTY & LAP DANCE/MSU-130405-MuscledStripperShowsHardCockOnStage.mp4",MSU-130405-MuscledStripperShowsHardCockOnStage.mp4,breathing-activation_reminder_bro_1.mp4,14.94,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_bro_1.mp4
breathing-activation,Breathing Activation,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-170127-HotSpanishStripperShowingHardCock.mp4",MSU-170127-HotSpanishStripperShowingHardCock.mp4,breathing-activation_reminder_bro_2.mp4,14.93,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_bro_2.mp4
breathing-activation,Breathing Activation,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/WE MACHO PARTY/MSU-190528-WEMachoParty2019-NakedHardGoGoDancers-2.mp4",MSU-190528-WEMachoParty2019-NakedHardGoGoDancers-2.mp4,breathing-activation_reminder_bro_3.mp4,14.91,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_bro_3.mp4
breathing-activation,Breathing Activation,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-120224-HungStripperShowsItAll.mp4",MSU-120224-HungStripperShowsItAll.mp4,breathing-activation_reminder_sergeant_1.mp4,14.9,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_sergeant_1.mp4
breathing-activation,Breathing Activation,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-SPARTACUS/msu-220530-spartacusdiscotechmexico-strippersflashingcocks.mp4",msu-220530-spartacusdiscotechmexico-strippersflashingcocks.mp4,breathing-activation_reminder_sergeant_2.mp4,14.85,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_sergeant_2.mp4
breathing-activation,Breathing Activation,sergeant,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/SEX & JERK OFF SHOW/SEX CIRCUS/MSU-SexCircusLondon2015-3.mp4,MSU-SexCircusLondon2015-3.mp4,breathing-activation_reminder_sergeant_3.mp4,14.83,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_sergeant_3.mp4
breathing-activation,Breathing Activation,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-101025-HunkyBaseballPlayerStrip-2.mp4,MSU-101025-HunkyBaseballPlayerStrip-2.mp4,breathing-activation_reminder_intellectual_1.mp4,14.75,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_intellectual_1.mp4
breathing-activation,Breathing Activation,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-191122-ElAlmacenClub-HotSailorStripperFlashingHardCock.mp4",MSU-191122-ElAlmacenClub-HotSailorStripperFlashingHardCock.mp4,breathing-activation_reminder_intellectual_2.mp4,14.65,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_intellectual_2.mp4
breathing-activation,Breathing Activation,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100730-MuscledGoGoDancersSolo-10.mp4,MSU-100730-MuscledGoGoDancersSolo-10.mp4,breathing-activation_reminder_intellectual_3.mp4,14.61,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/breathing-activation_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/breathing-activation_reminder_intellectual_3.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,bro,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-141121-HunkyRussianStr8StripperWithHardon.mp4,MSU-141121-HunkyRussianStr8StripperWithHardon.mp4,neuromuscular-warm-up_reminder_bro_1.mp4,14.58,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_bro_1.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,bro,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100723-MuscledGoGoDancersSolo-4.mp4,MSU-100723-MuscledGoGoDancersSolo-4.mp4,neuromuscular-warm-up_reminder_bro_2.mp4,14.53,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_bro_2.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-140820-HornyShoweringStrippersWithHardon.mp4",MSU-140820-HornyShoweringStrippersWithHardon.mp4,neuromuscular-warm-up_reminder_bro_3.mp4,14.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_bro_3.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-THEATRON BOGOTA/msu-201010-clubtheatron-hotgogodancershowshardcock.mp4",msu-201010-clubtheatron-hotgogodancershowshardcock.mp4,neuromuscular-warm-up_reminder_sergeant_1.mp4,14.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_sergeant_1.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-LA COLORINA/msu-221130-lacolorinaclub-musclestripperflashinghardcock.mp4",msu-221130-lacolorinaclub-musclestripperflashinghardcock.mp4,neuromuscular-warm-up_reminder_sergeant_2.mp4,14.5,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_sergeant_2.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,sergeant,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/msu-220730-tvnudity-dtla-sexscenes-1.mp4,msu-220730-tvnudity-dtla-sexscenes-1.mp4,neuromuscular-warm-up_reminder_sergeant_3.mp4,14.49,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_sergeant_3.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN STRIPPER- BULGE & HALF NAKED/MSU-150116-PrimeTimeCircus-QuinnJaxonGoGoDancing.mp4,MSU-150116-PrimeTimeCircus-QuinnJaxonGoGoDancing.mp4,neuromuscular-warm-up_reminder_intellectual_1.mp4,14.46,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_intellectual_1.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-EROTIC SUPER MIX/MSU-100312-HardStripperBaresAll.mp4",MSU-100312-HardStripperBaresAll.mp4,neuromuscular-warm-up_reminder_intellectual_2.mp4,14.39,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_intellectual_2.mp4
neuromuscular-warm-up,Neuromuscular Warm-up,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/msu-210730-movienudity-daybeganyesterday-2-frontalnudity.mp4,msu-210730-movienudity-daybeganyesterday-2-frontalnudity.mp4,neuromuscular-warm-up_reminder_intellectual_3.mp4,14.34,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/neuromuscular-warm-up_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/neuromuscular-warm-up_reminder_intellectual_3.mp4
spinal-wave,Spinal Wave,bro,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/MSU-150327-Bonobo-NuditySexScenes.mp4,MSU-150327-Bonobo-NuditySexScenes.mp4,spinal-wave_reminder_bro_1.mp4,14.33,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_bro_1.mp4
spinal-wave,Spinal Wave,bro,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/CARTOON & ANIMATION/msu-220301-gayanime-starwarsjedifallenorder-calkestisnakedmod.mp4,msu-220301-gayanime-starwarsjedifallenorder-calkestisnakedmod.mp4,spinal-wave_reminder_bro_2.mp4,14.31,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_bro_2.mp4
spinal-wave,Spinal Wave,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-KM ZERO CLUB/MSU-171218-MuscledStrippersWithHardCocks.mp4",MSU-171218-MuscledStrippersWithHardCocks.mp4,spinal-wave_reminder_bro_3.mp4,14.31,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_bro_3.mp4
spinal-wave,Spinal Wave,sergeant,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/MSU-110314-HommeAuBain-1-FrancoisSagatStrips.mp4,MSU-110314-HommeAuBain-1-FrancoisSagatStrips.mp4,spinal-wave_reminder_sergeant_1.mp4,14.22,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_sergeant_1.mp4
spinal-wave,Spinal Wave,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-220810-musclestripperflashinghardcock.mp4",msu-220810-musclestripperflashinghardcock.mp4,spinal-wave_reminder_sergeant_2.mp4,14.19,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_sergeant_2.mp4
spinal-wave,Spinal Wave,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-LA COLORINA/msu-200930-lacolorinaclub-maskedgogodancerflashhardcock.mp4",msu-200930-lacolorinaclub-maskedgogodancerflashhardcock.mp4,spinal-wave_reminder_sergeant_3.mp4,14.18,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_sergeant_3.mp4
spinal-wave,Spinal Wave,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/FILM CUTSCENES/msu-220730-movienudity-gettinggothegodocproject-strippersexscenes-1.mp4,msu-220730-movienudity-gettinggothegodocproject-strippersexscenes-1.mp4,spinal-wave_reminder_intellectual_1.mp4,14.15,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_intellectual_1.mp4
spinal-wave,Spinal Wave,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-CAMPUS MONTREAL/MSU-181007-CampusDansursNusMontreal-NakedPoleDancersOnStage-4.mp4",MSU-181007-CampusDansursNusMontreal-NakedPoleDancersOnStage-4.mp4,spinal-wave_reminder_intellectual_2.mp4,14.14,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_intellectual_2.mp4
spinal-wave,Spinal Wave,intellectual,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-CAMPUS MONTREAL/MSU-181007-CampusDansursNusMontreal-NakedPoleDancersOnStage-1.mp4",MSU-181007-CampusDansursNusMontreal-NakedPoleDancersOnStage-1.mp4,spinal-wave_reminder_intellectual_3.mp4,14.11,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/spinal-wave_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/spinal-wave_reminder_intellectual_3.mp4
glute-activation-flow,Glute Activation Flow,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/RAW CLUB/MSU-140813-RawClub-GoGoDancerShowingTightButtHole.mp4",MSU-140813-RawClub-GoGoDancerShowingTightButtHole.mp4,glute-activation-flow_reminder_bro_1.mp4,14.08,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_bro_1.mp4
glute-activation-flow,Glute Activation Flow,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-RAIDD BAR/MSU-151203-RaiddBar-ShoweringStrippers-4.mp4",MSU-151203-RaiddBar-ShoweringStrippers-4.mp4,glute-activation-flow_reminder_bro_2.mp4,13.97,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_bro_2.mp4
glute-activation-flow,Glute Activation Flow,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-THEATRON BOGOTA/MSU-171015-TheatronBogota-HotGoGoDancerOnPodium.mp4",MSU-171015-TheatronBogota-HotGoGoDancerOnPodium.mp4,glute-activation-flow_reminder_bro_3.mp4,13.95,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_bro_3.mp4
glute-activation-flow,Glute Activation Flow,sergeant,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-230220-musclegogodancerflashingcockonbar.mp4",msu-230220-musclegogodancerflashingcockonbar.mp4,glute-activation-flow_reminder_sergeant_1.mp4,13.89,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_sergeant_1.mp4
glute-activation-flow,Glute Activation Flow,sergeant,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/msu-220610-musclestripperwithsunglassesflashinghardcock.mp4",msu-220610-musclestripperwithsunglassesflashinghardcock.mp4,glute-activation-flow_reminder_sergeant_2.mp4,13.83,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_sergeant_2.mp4
glute-activation-flow,Glute Activation Flow,sergeant,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-170312-CicuitPartyGoGoDancers.mp4,MSU-170312-CicuitPartyGoGoDancers.mp4,glute-activation-flow_reminder_sergeant_3.mp4,13.83,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_sergeant_3.mp4
glute-activation-flow,Glute Activation Flow,intellectual,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100726-MuscledGoGoDancersSolo-6.mp4,MSU-100726-MuscledGoGoDancersSolo-6.mp4,glute-activation-flow_reminder_intellectual_1.mp4,13.72,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_intellectual_1.mp4
glute-activation-flow,Glute Activation Flow,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-KM ZERO CLUB/MSU-181130-KMZeroClub-CristianFen-FlashingHardCockOnTheBar.mp4",MSU-181130-KMZeroClub-CristianFen-FlashingHardCockOnTheBar.mp4,glute-activation-flow_reminder_intellectual_2.mp4,13.71,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_intellectual_2.mp4
glute-activation-flow,Glute Activation Flow,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100721-MuscledGoGoDancersSolo-2.mp4,MSU-100721-MuscledGoGoDancersSolo-2.mp4,glute-activation-flow_reminder_intellectual_3.mp4,13.7,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/glute-activation-flow_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/glute-activation-flow_reminder_intellectual_3.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-190913-HunkyPharoahStripperOnStage.mp4",MSU-190913-HunkyPharoahStripperOnStage.mp4,shoulder-mobility-flow_reminder_bro_1.mp4,13.66,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_bro_1.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,bro,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-DANGER CLUB/MSU-180516-DangerClub-HotGoGoDancersWithHardBulges.mp4",MSU-180516-DangerClub-HotGoGoDancersWithHardBulges.mp4,shoulder-mobility-flow_reminder_bro_2.mp4,13.62,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_bro_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_bro_2.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,bro,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/DREAMBOYS/MSU-190930-DreamBoysStripperFlashingHardCockCompilation.mp4",MSU-190930-DreamBoysStripperFlashingHardCockCompilation.mp4,shoulder-mobility-flow_reminder_bro_3.mp4,13.58,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_bro_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_bro_3.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,sergeant,1,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN STRIPPER- BULGE & HALF NAKED/MSU-140302-QueenBar-SexyWaiterTakesItAllOff.mp4,MSU-140302-QueenBar-SexyWaiterTakesItAllOff.mp4,shoulder-mobility-flow_reminder_sergeant_1.mp4,13.52,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_sergeant_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_sergeant_1.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,sergeant,2,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- NON LATIN STRIPPER- BULGE & HALF NAKED/MSU-130308-HunkyGoGoDancerAtElysiumSunsetParty.mp4,MSU-130308-HunkyGoGoDancerAtElysiumSunsetParty.mp4,shoulder-mobility-flow_reminder_sergeant_2.mp4,13.48,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_sergeant_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_sergeant_2.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,sergeant,3,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-NEON CLUB/MSU-190831-ClubNeon-NakedGoGoDancerFlashingHardCock.mp4",MSU-190831-ClubNeon-NakedGoGoDancerFlashingHardCock.mp4,shoulder-mobility-flow_reminder_sergeant_3.mp4,13.47,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_sergeant_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_sergeant_3.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,intellectual,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-FERVECAO/MSU-190105-MuscledBrazilianStrippersShowHardCockOnStage.mp4",MSU-190105-MuscledBrazilianStrippersShowHardCockOnStage.mp4,shoulder-mobility-flow_reminder_intellectual_1.mp4,13.42,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_intellectual_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_intellectual_1.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,intellectual,2,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/LATIN-LA COLORINA/msu-201010-lacolorinaclub-hotgogodancersonstage-1.mp4",msu-201010-lacolorinaclub-hotgogodancersonstage-1.mp4,shoulder-mobility-flow_reminder_intellectual_2.mp4,13.41,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_intellectual_2.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_intellectual_2.mp4
shoulder-mobility-flow,Shoulder Mobility Flow,intellectual,3,reminder,/Volumes/Z9/материалы для ai fitnes/exercises/STUDIO- SHARPSHOOTER/MSU-100726-MuscledGoGoDancersSolo-8.mp4,MSU-100726-MuscledGoGoDancersSolo-8.mp4,shoulder-mobility-flow_reminder_intellectual_3.mp4,13.39,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/shoulder-mobility-flow_reminder_intellectual_3.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/shoulder-mobility-flow_reminder_intellectual_3.mp4
foot-activation,Foot Activation,bro,1,reminder,"/Volumes/Z9/материалы для ai fitnes/exercises/GAY BAR- LATIN & WHITE STRIPPER- COCK, SEE THRU, SUPER EROTIC/0-LATIN CLUB STRIPPERS/MSU-171120-MuscledStripperInATowel.mp4",MSU-171120-MuscledStripperInATowel.mp4,foot-activation_reminder_bro_1.mp4,13.36,/Volumes/Z9/AI_FITNESS_COACH_VIDEOS/reminders/foot-activation_reminder_bro_1.mp4,https://ai-fitness-media.r2.cloudflarestorage.com/videos/reminders/foot-activation_reminder_bro_1.mp4
